filename,predict,golden,positive count,negative count,neutral count
biden_603_3_0.txt,Neutral,Neutral,1,16,133
biden_627_1.txt,Positive,Neutral,30,0,0
biden_670_0.txt,Neutral,Neutral,8,34,84
biden_670_1.txt,Neutral,Neutral,0,15,16
biden_705_0.txt,Positive,Positive,30,6,0
biden_844_0.txt,Positive,Positive,10,0,2
biden_893_0_1.txt,Negative,Positive,30,75,45
biden_1039_0.txt,Neutral,Neutral,0,28,32
biden_1215_0.txt,Neutral,Neutral,9,6,15
biden_1307_1_0.txt,Neutral,Neutral,34,67,199
biden_1579_1_0.txt,Negative,Positive,6,90,29
biden_1785_0.txt,Positive,Positive,35,25,0
biden_1944_0.txt,Neutral,Negative,0,19,27
biden_2083_0_1.txt,Neutral,Neutral,0,115,185
biden_2083_1.txt,Neutral,Neutral,0,18,42
biden_2339_0.txt,Neutral,Positive,26,0,34
biden_2537_2.txt,Negative,Neutral,0,46,41
biden_2580_3.txt,Neutral,Neutral,4,13,27
biden_2828_0.txt,Neutral,Neutral,26,1,58
biden_2878_3.txt,Neutral,Neutral,27,3,57
biden_2925_0.txt,Neutral,Neutral,3,10,79
biden_2938_0.txt,Neutral,Neutral,12,10,35
biden_3102_0.txt,Neutral,Neutral,99,50,147
biden_3250_7.txt,Neutral,Negative,0,0,56
biden_3297_0.txt,Neutral,Neutral,4,7,19
biden_3324_2.txt,Positive,Positive,38,19,3
biden_3635_0.txt,Positive,Neutral,154,49,1
biden_3659_3.txt,Positive,Neutral,76,5,11
biden_3679_3.txt,Neutral,Positive,19,41,71
biden_3679_5.txt,Positive,Neutral,62,13,44
biden_3696_1.txt,Neutral,Neutral,39,32,124
biden_3818_4.txt,Neutral,Neutral,0,13,114
biden_3977_1.txt,Positive,Neutral,25,1,16
biden_4004_4.txt,Positive,Neutral,29,0,1
biden_4103_6.txt,Negative,Neutral,0,46,14
biden_4161_3.txt,Neutral,Neutral,4,8,48
biden_4229_1.txt,Neutral,Negative,1,12,206
biden_4290_0.txt,Negative,Neutral,4,16,8
biden_4310_0.txt,Neutral,Neutral,0,0,42
biden_4335_0.txt,Neutral,Neutral,0,1,127
biden_4409_2.txt,Neutral,Neutral,0,0,42
biden_4475_1.txt,Negative,Negative,1,20,9
biden_4534_3.txt,Negative,Negative,0,20,6
biden_4539_1.txt,Neutral,Neutral,4,6,15
biden_4922_0.txt,Positive,Neutral,22,1,3
biden_4928_0.txt,Neutral,Positive,26,2,71
biden_4956_0.txt,Neutral,Neutral,0,3,227
biden_4961_0.txt,Positive,Neutral,30,7,14
biden_4991_3.txt,Neutral,Neutral,0,5,25
biden_5186_0.txt,Negative,Positive,0,91,14
biden_5376_0_0.txt,Positive,Positive,150,0,0
biden_5413_0.txt,Neutral,Negative,2,0,211
biden_5432_1.txt,Neutral,Neutral,0,40,132
biden_5596_0.txt,Neutral,Positive,0,49,103
biden_5617_2.txt,Negative,Neutral,0,46,14
biden_5634_0.txt,Neutral,Neutral,0,0,60
biden_5869_4.txt,Neutral,Neutral,6,44,63
biden_5890_2.txt,Positive,Negative,34,1,25
biden_5925_2.txt,Positive,Positive,60,0,0
biden_5959_3.txt,Neutral,Neutral,9,2,15
biden_5991_3.txt,Neutral,Neutral,0,0,301
biden_5999_6.txt,Neutral,Neutral,0,4,98
biden_6277_3.txt,Neutral,Neutral,0,21,23
biden_6298_0.txt,Negative,Neutral,7,157,7
biden_6381_0.txt,Neutral,Neutral,4,24,127
biden_6484_0.txt,Negative,Neutral,0,21,9
biden_6694_3.txt,Neutral,Negative,22,0,38
biden_6769_0.txt,Negative,Negative,8,14,8
biden_6839_1.txt,Neutral,Neutral,0,0,30
biden_6970_1.txt,Neutral,Positive,1,82,111
biden_7053_0_0.txt,Neutral,Neutral,4,60,86
biden_7089_2.txt,Positive,Neutral,10,7,8
biden_7283_0_0.txt,Positive,Positive,144,6,0
biden_7362_7.txt,Neutral,Neutral,30,0,41
biden_21_3.txt,Negative,Neutral,30,121,65
biden_51_1.txt,Negative,Neutral,0,40,20
biden_311_1.txt,Neutral,Neutral,1,17,27
biden_579_0_2.txt,Positive,Negative,112,0,13
biden_635_0.txt,Neutral,Neutral,0,4,14
biden_765_0.txt,Neutral,Neutral,21,27,49
biden_844_0_0.txt,Neutral,Negative,0,32,268
biden_937_0.txt,Neutral,Positive,43,8,174
biden_1151_1.txt,Negative,Neutral,42,128,49
biden_1912_1.txt,Negative,Positive,0,128,4
biden_2356_1.txt,Positive,Positive,59,1,0
biden_2586_0_1.txt,Neutral,Neutral,5,51,94
biden_2925_1.txt,Neutral,Neutral,17,5,35
biden_3102_2.txt,Positive,Positive,23,22,9
biden_3166_1.txt,Negative,Neutral,0,48,12
biden_3186_1.txt,Positive,Neutral,50,1,23
biden_3224_2.txt,Neutral,Neutral,0,0,60
biden_3299_2.txt,Positive,Neutral,53,1,4
biden_3302_1.txt,Neutral,Neutral,1,28,30
biden_3444_0_0.txt,Neutral,Neutral,3,138,157
biden_3476_0.txt,Positive,Neutral,46,11,13
biden_3659_9.txt,Positive,Neutral,25,0,1
biden_3853_4.txt,Neutral,Neutral,0,0,100
biden_3857_2.txt,Neutral,Neutral,9,7,9
biden_3944_4.txt,Positive,Neutral,72,50,10
biden_3989_0_2.txt,Neutral,Neutral,49,1,100
biden_4004_5.txt,Positive,Neutral,11,6,8
biden_4105_0.txt,Negative,Neutral,0,58,8
biden_4353_0.txt,Negative,Neutral,0,15,2
biden_4399_3.txt,Neutral,Neutral,0,0,56
biden_4399_5.txt,Negative,Neutral,0,30,0
biden_4417_2.txt,Neutral,Neutral,0,1,24
biden_4561_0.txt,Neutral,Neutral,0,0,136
biden_4573_2.txt,Negative,Neutral,1,16,13
biden_4663_0.txt,Neutral,Neutral,0,2,70
biden_4745_6_0.txt,Positive,Positive,289,0,0
biden_4896_2.txt,Neutral,Negative,2,1,22
biden_5002_6.txt,Neutral,Neutral,1,5,24
biden_5059_2.txt,Neutral,Neutral,0,0,76
biden_5131_1.txt,Negative,Positive,11,18,1
biden_5274_0.txt,Positive,Positive,158,0,0
biden_5293_0.txt,Neutral,Neutral,0,1,22
biden_5347_0.txt,Neutral,Positive,14,18,28
biden_5379_0_1.txt,Neutral,Neutral,0,0,300
biden_5426_0.txt,Neutral,Positive,4,61,113
biden_5580_0.txt,Neutral,Negative,0,0,26
biden_5684_2.txt,Positive,Neutral,44,16,0
biden_6018_0_2.txt,Positive,Positive,150,0,0
biden_6054_0.txt,Negative,Neutral,1,62,15
biden_6087_1.txt,Neutral,Neutral,10,0,73
biden_6193_2.txt,Neutral,Neutral,0,5,55
biden_6355_1.txt,Neutral,Negative,2,21,106
biden_6391_1.txt,Neutral,Neutral,3,4,23
biden_6415_2.txt,Negative,Neutral,2,24,20
biden_6468_0.txt,Negative,Neutral,2,72,22
biden_6841_1.txt,Neutral,Neutral,1,0,29
biden_6943_0.txt,Negative,Neutral,0,16,9
biden_7180_9.txt,Neutral,Negative,19,45,136
biden_7265_0.txt,Positive,Positive,30,0,0
biden_7318_1.txt,Neutral,Neutral,0,0,30
biden_7318_2.txt,Neutral,Neutral,0,0,30
biden_7356_1.txt,Neutral,Neutral,13,3,44
buttigieg_1309_0.txt,Neutral,Neutral,6,0,24
buttigieg_142_0_0.txt,Negative,Neutral,0,281,19
buttigieg_1588_0.txt,Neutral,Neutral,14,1,45
buttigieg_16_0.txt,Neutral,Negative,0,64,148
buttigieg_17_0.txt,Positive,Positive,55,2,3
buttigieg_1734_2.txt,Neutral,Neutral,15,0,20
buttigieg_1934_4.txt,Positive,Neutral,16,0,14
buttigieg_1997_2.txt,Neutral,Neutral,34,0,36
buttigieg_2104_0.txt,Positive,Positive,69,40,45
buttigieg_211_1.txt,Neutral,Neutral,0,0,30
buttigieg_24_0.txt,Positive,Neutral,122,43,24
buttigieg_25_0.txt,Neutral,Neutral,2,9,34
buttigieg_25_1.txt,Neutral,Neutral,8,6,29
buttigieg_3_0.txt,Neutral,Neutral,87,18,190
buttigieg_30_0.txt,Positive,Positive,55,5,0
buttigieg_3010_7.txt,Positive,Negative,15,0,10
buttigieg_3149_0.txt,Positive,Positive,39,34,33
buttigieg_35_0_0.txt,Positive,Positive,240,49,11
buttigieg_3611_0_0.txt,Neutral,Neutral,0,0,150
buttigieg_3807_1.txt,Neutral,Neutral,0,0,1
buttigieg_39_0_0.txt,Positive,Positive,300,0,0
buttigieg_4197_0_0.txt,Positive,Neutral,150,0,0
buttigieg_43_0.txt,Neutral,Positive,20,6,34
buttigieg_48_0_0.txt,Positive,Negative,196,104,0
buttigieg_613_0.txt,Positive,Positive,208,0,0
buttigieg_789_0.txt,Positive,Positive,279,0,0
buttigieg_1007_1.txt,Neutral,Neutral,16,18,193
buttigieg_1011_2.txt,Positive,Neutral,18,12,0
buttigieg_1071_0.txt,Neutral,Neutral,0,3,27
buttigieg_1079_3.txt,Positive,Positive,21,0,9
buttigieg_1096_0_8.txt,Neutral,Neutral,55,0,95
buttigieg_1148_5.txt,Positive,Neutral,27,7,12
buttigieg_117_5_0.txt,Neutral,Neutral,66,26,208
buttigieg_1206_0.txt,Negative,Positive,75,146,27
buttigieg_1207_0.txt,Positive,Neutral,104,0,0
buttigieg_1247_1.txt,Neutral,Neutral,0,18,23
buttigieg_1269_2.txt,Positive,Positive,44,1,7
buttigieg_1272_0.txt,Positive,Positive,239,0,0
buttigieg_1299_0_0.txt,Neutral,Positive,89,18,193
buttigieg_13_0_3.txt,Negative,Neutral,0,255,45
buttigieg_1311_0.txt,Negative,Neutral,3,16,11
buttigieg_1323_3_0.txt,Neutral,Neutral,27,16,229
buttigieg_1340_10_0.txt,Neutral,Neutral,20,31,74
buttigieg_1396_1.txt,Neutral,Neutral,29,15,98
buttigieg_1420_1.txt,Neutral,Neutral,11,0,19
buttigieg_1455_1.txt,Neutral,Positive,27,2,51
buttigieg_1462_2.txt,Positive,Neutral,81,2,55
buttigieg_1498_0.txt,Neutral,Neutral,0,0,25
buttigieg_1535_4.txt,Neutral,Neutral,13,0,16
buttigieg_1617_1_0.txt,Positive,Neutral,220,4,76
buttigieg_1631_4.txt,Neutral,Neutral,15,2,53
buttigieg_1635_1.txt,Positive,Positive,25,1,4
buttigieg_1637_2_0.txt,Neutral,Neutral,61,0,64
buttigieg_1641_4_1.txt,Neutral,Neutral,16,13,121
buttigieg_1669_2.txt,Neutral,Neutral,2,0,55
buttigieg_1711_1.txt,Negative,Neutral,0,20,10
buttigieg_1711_4.txt,Neutral,Neutral,8,0,11
buttigieg_1715_2.txt,Positive,Neutral,14,0,11
buttigieg_1723_1_1.txt,Positive,Positive,136,6,8
buttigieg_1732_4.txt,Neutral,Neutral,5,0,6
buttigieg_1744_5.txt,Neutral,Neutral,5,0,14
buttigieg_177_1.txt,Neutral,Neutral,5,23,33
buttigieg_1781_2_0.txt,Neutral,Neutral,57,29,64
buttigieg_1786_1.txt,Positive,Neutral,46,0,14
buttigieg_1787_1.txt,Positive,Positive,30,0,0
buttigieg_1788_0.txt,Positive,Positive,20,1,14
buttigieg_1796_0.txt,Positive,Positive,29,1,0
buttigieg_1802_8.txt,Neutral,Neutral,1,1,58
buttigieg_1813_1.txt,Neutral,Neutral,9,9,42
buttigieg_1818_0.txt,Positive,Neutral,71,9,3
buttigieg_1841_0.txt,Negative,Neutral,2,40,29
buttigieg_1844_0.txt,Neutral,Neutral,54,0,100
buttigieg_1850_1_0.txt,Positive,Neutral,137,45,118
buttigieg_1857_2.txt,Positive,Neutral,75,4,3
buttigieg_1859_1.txt,Positive,Positive,31,18,10
buttigieg_1871_2.txt,Neutral,Negative,14,1,55
buttigieg_1960_0_0.txt,Neutral,Positive,114,5,181
buttigieg_1976_1.txt,Neutral,Neutral,0,0,29
buttigieg_2010_13.txt,Negative,Neutral,0,45,15
buttigieg_2010_4.txt,Negative,Neutral,57,213,13
buttigieg_2067_1.txt,Neutral,Neutral,7,3,54
buttigieg_2069_5.txt,Neutral,Neutral,6,0,15
buttigieg_21_0_1.txt,Neutral,Neutral,69,61,170
buttigieg_2121_5.txt,Neutral,Neutral,19,8,33
buttigieg_2130_0.txt,Positive,Neutral,41,9,10
buttigieg_2138_1.txt,Neutral,Neutral,9,9,53
buttigieg_2146_2.txt,Positive,Positive,30,0,0
buttigieg_2147_4.txt,Neutral,Neutral,8,0,44
buttigieg_2219_0.txt,Neutral,Positive,36,6,45
buttigieg_2249_0_0.txt,Neutral,Neutral,24,11,115
buttigieg_2293_1.txt,Positive,Positive,34,14,12
buttigieg_2293_4.txt,Positive,Positive,48,0,12
buttigieg_2337_2.txt,Neutral,Neutral,13,2,210
buttigieg_2345_0_0.txt,Positive,Positive,300,0,0
buttigieg_2353_1.txt,Neutral,Neutral,0,1,29
buttigieg_237_0.txt,Neutral,Neutral,0,1,59
buttigieg_2382_0.txt,Positive,Neutral,55,4,46
buttigieg_2404_0.txt,Negative,Neutral,1,17,12
buttigieg_2511_3.txt,Neutral,Neutral,7,1,22
buttigieg_2512_1.txt,Neutral,Neutral,9,1,20
buttigieg_2543_0.txt,Positive,Positive,39,0,4
buttigieg_2574_1.txt,Positive,Positive,17,2,11
buttigieg_2637_0.txt,Neutral,Neutral,0,0,30
buttigieg_2667_5.txt,Neutral,Neutral,1,0,29
buttigieg_2670_2.txt,Neutral,Neutral,2,13,15
buttigieg_2704_0.txt,Positive,Neutral,16,5,4
buttigieg_2735_3_0.txt,Neutral,Neutral,17,3,130
buttigieg_2749_0.txt,Positive,Positive,56,0,27
buttigieg_2761_4.txt,Positive,Neutral,49,0,22
buttigieg_2767_0.txt,Neutral,Neutral,0,0,30
buttigieg_2850_3.txt,Neutral,Neutral,0,0,55
buttigieg_2851_0.txt,Positive,Positive,13,9,8
buttigieg_2866_0.txt,Neutral,Neutral,29,53,90
buttigieg_2883_1_1.txt,Negative,Neutral,3,89,58
buttigieg_2957_4.txt,Neutral,Neutral,7,23,30
buttigieg_2961_1.txt,Neutral,Neutral,44,25,96
buttigieg_297_1.txt,Positive,Positive,45,0,15
buttigieg_2994_1.txt,Positive,Positive,52,7,1
buttigieg_3001_0.txt,Neutral,Neutral,58,30,89
buttigieg_3012_3.txt,Neutral,Positive,25,0,35
buttigieg_3018_0.txt,Neutral,Positive,91,9,101
buttigieg_3085_0.txt,Neutral,Neutral,0,0,200
buttigieg_3092_1.txt,Positive,Positive,17,12,1
buttigieg_3106_0.txt,Neutral,Neutral,3,8,19
buttigieg_3109_1.txt,Positive,Neutral,44,1,15
buttigieg_3119_4.txt,Neutral,Neutral,8,0,11
buttigieg_3171_5.txt,Neutral,Neutral,52,12,66
buttigieg_3172_3.txt,Positive,Neutral,53,0,7
buttigieg_3183_0.txt,Positive,Positive,109,0,0
buttigieg_3183_11.txt,Positive,Neutral,25,4,24
buttigieg_3211_0.txt,Negative,Neutral,54,162,64
buttigieg_3238_3.txt,Positive,Neutral,17,0,13
buttigieg_3259_0.txt,Positive,Neutral,15,0,10
buttigieg_3283_0.txt,Neutral,Neutral,10,27,46
buttigieg_3321_1.txt,Neutral,Neutral,18,9,33
buttigieg_3340_0.txt,Neutral,Neutral,0,0,55
buttigieg_3341_3.txt,Positive,Neutral,45,0,15
buttigieg_3370_2.txt,Negative,Neutral,1,21,8
buttigieg_3377_0.txt,Neutral,Neutral,23,1,36
buttigieg_3396_5.txt,Neutral,Neutral,6,5,9
buttigieg_3406_0.txt,Neutral,Neutral,11,0,36
buttigieg_3412_1.txt,Neutral,Neutral,17,24,28
buttigieg_3444_4.txt,Positive,Neutral,84,1,19
buttigieg_3475_2_0.txt,Positive,Positive,64,42,44
buttigieg_3487_2.txt,Neutral,Positive,13,0,17
buttigieg_3493_1.txt,Positive,Neutral,29,0,7
buttigieg_3530_0.txt,Neutral,Neutral,3,0,57
buttigieg_3541_0_0.txt,Positive,Neutral,108,2,40
buttigieg_3578_1.txt,Positive,Positive,105,0,22
buttigieg_3582_5.txt,Neutral,Neutral,5,2,13
buttigieg_3588_0.txt,Neutral,Neutral,2,30,50
buttigieg_3633_0.txt,Positive,Neutral,19,2,12
buttigieg_3677_0.txt,Neutral,Neutral,7,0,23
buttigieg_3685_2.txt,Positive,Positive,35,4,9
buttigieg_3714_0.txt,Neutral,Neutral,0,0,60
buttigieg_3728_0.txt,Positive,Positive,18,0,12
buttigieg_3738_0.txt,Positive,Neutral,91,0,1
buttigieg_3764_1_0.txt,Positive,Neutral,131,87,82
buttigieg_3798_3.txt,Neutral,Neutral,3,9,22
buttigieg_3843_0.txt,Positive,Positive,30,0,0
buttigieg_3849_4.txt,Neutral,Positive,8,14,98
buttigieg_3893_0.txt,Neutral,Neutral,0,0,153
buttigieg_3901_1_0.txt,Neutral,Neutral,134,1,165
buttigieg_3912_2.txt,Neutral,Neutral,3,1,21
buttigieg_3915_0.txt,Negative,Neutral,6,9,6
buttigieg_392_0.txt,Neutral,Positive,26,7,42
buttigieg_3922_0.txt,Negative,Neutral,9,30,21
buttigieg_393_0.txt,Positive,Positive,93,0,0
buttigieg_3966_4.txt,Positive,Neutral,17,1,12
buttigieg_3968_0_4.txt,Positive,Positive,266,18,16
buttigieg_4027_1_0.txt,Positive,Neutral,117,14,19
buttigieg_4062_2.txt,Neutral,Neutral,0,14,46
buttigieg_4078_0.txt,Negative,Positive,1,13,6
buttigieg_4081_0.txt,Neutral,Neutral,13,0,17
buttigieg_4093_0.txt,Positive,Neutral,61,27,9
buttigieg_4139_1.txt,Neutral,Neutral,4,0,26
buttigieg_4149_0.txt,Positive,Neutral,53,0,7
buttigieg_4254_2.txt,Positive,Positive,60,0,0
buttigieg_455_3.txt,Negative,Neutral,1,8,3
buttigieg_477_2.txt,Negative,Neutral,12,34,14
buttigieg_48_1.txt,Neutral,Neutral,5,2,241
buttigieg_58_1_0.txt,Positive,Positive,105,32,13
buttigieg_619_1.txt,Positive,Positive,129,0,0
buttigieg_619_6_0.txt,Positive,Positive,140,3,7
buttigieg_631_2.txt,Negative,Positive,20,30,10
buttigieg_671_1_0.txt,Neutral,Neutral,61,54,129
buttigieg_680_0_1.txt,Positive,Positive,150,0,0
buttigieg_762_2.txt,Neutral,Positive,14,2,44
buttigieg_764_2.txt,Neutral,Neutral,19,13,28
buttigieg_771_0.txt,Positive,Neutral,149,34,3
buttigieg_797_5.txt,Neutral,Neutral,10,0,89
buttigieg_797_5_1.txt,Neutral,Neutral,46,42,62
buttigieg_848_0.txt,Positive,Positive,161,0,134
buttigieg_897_2.txt,Neutral,Neutral,23,29,181
buttigieg_926_6.txt,Neutral,Neutral,4,0,16
buttigieg_929_1.txt,Positive,Positive,234,0,0
buttigieg_946_2.txt,Neutral,Positive,106,39,150
buttigieg_98_2.txt,Positive,Neutral,49,11,0
klobuchar_10_0.txt,Neutral,Positive,29,1,30
klobuchar_1043_0_1.txt,Positive,Positive,134,0,16
klobuchar_1052_1.txt,Neutral,Positive,6,1,23
klobuchar_1154_1.txt,Negative,Neutral,22,22,15
klobuchar_12_0.txt,Neutral,Positive,18,6,36
klobuchar_1278_0.txt,Positive,Positive,102,3,1
klobuchar_14_0_0.txt,Positive,Positive,150,0,0
klobuchar_15_0.txt,Positive,Positive,22,1,7
klobuchar_1687_1.txt,Negative,Neutral,11,101,26
klobuchar_1816_0_2.txt,Negative,Neutral,8,222,54
klobuchar_1857_0.txt,Positive,Positive,61,0,0
klobuchar_1914_0.txt,Positive,Neutral,105,0,72
klobuchar_2_0.txt,Positive,Positive,133,0,47
klobuchar_20_0.txt,Neutral,Positive,58,5,102
klobuchar_2163_0.txt,Neutral,Neutral,6,1,23
klobuchar_2197_3.txt,Positive,Neutral,53,0,7
klobuchar_2393_0.txt,Positive,Positive,34,16,10
klobuchar_25_0.txt,Neutral,Neutral,26,0,56
klobuchar_26_0.txt,Neutral,Neutral,0,0,70
klobuchar_27_0.txt,Positive,Positive,78,12,49
klobuchar_28_0.txt,Neutral,Positive,21,3,36
klobuchar_29_0.txt,Positive,Positive,19,2,9
klobuchar_30_0.txt,Positive,Positive,80,7,66
klobuchar_31_0_0.txt,Positive,Positive,85,7,58
klobuchar_34_0.txt,Neutral,Positive,125,5,140
klobuchar_4_0.txt,Neutral,Positive,103,9,124
klobuchar_414_1.txt,Neutral,Positive,31,0,34
klobuchar_43_0.txt,Negative,Neutral,27,123,74
klobuchar_449_3_2.txt,Neutral,Neutral,60,103,137
klobuchar_45_0.txt,Positive,Positive,131,63,101
klobuchar_46_0.txt,Positive,Positive,151,0,3
klobuchar_481_4.txt,Positive,Neutral,30,12,18
klobuchar_538_3.txt,Positive,Neutral,50,0,10
klobuchar_7_0.txt,Neutral,Positive,0,16,44
klobuchar_992_0.txt,Positive,Positive,14,10,6
klobuchar_1001_2.txt,Negative,Neutral,4,24,7
klobuchar_1002_0.txt,Positive,Positive,20,0,10
klobuchar_1010_0.txt,Positive,Positive,91,0,0
klobuchar_1010_0_1.txt,Positive,Positive,150,0,0
klobuchar_1015_1.txt,Positive,Positive,36,0,0
klobuchar_1059_1_0.txt,Positive,Neutral,85,5,60
klobuchar_1061_0.txt,Neutral,Neutral,12,0,18
klobuchar_1070_0.txt,Positive,Neutral,12,8,10
klobuchar_1082_0.txt,Positive,Neutral,5,0,2
klobuchar_1082_2.txt,Positive,Positive,43,12,9
klobuchar_1093_0.txt,Neutral,Neutral,1,0,29
klobuchar_11_3.txt,Neutral,Neutral,18,1,41
klobuchar_1109_0_0.txt,Neutral,Neutral,15,1,134
klobuchar_1109_0_1.txt,Neutral,Neutral,34,0,63
klobuchar_1129_2.txt,Negative,Neutral,1,64,37
klobuchar_1130_2.txt,Positive,Positive,61,3,7
klobuchar_1133_1.txt,Positive,Neutral,170,34,20
klobuchar_1138_0.txt,Neutral,Neutral,9,7,44
klobuchar_1138_2.txt,Positive,Neutral,114,24,35
