filename,predict,golden,positive count,negative count,neutral count
cory.5k8wnrVOnik.19.txt,Positive,Positive,145,51,102
julian.Xg6M6smFXBo.10.txt,Neutral,Neutral,50,48,202
beto.dzbPwgKsHbY.24.txt,Neutral,Neutral,12,58,224
donald.FEpwkaJQh1k.01.txt,Neutral,Neutral,0,137,151
cory.jaXt8gMKctk.05.txt,Neutral,Neutral,56,4,180
beto.E5HybqvdaI0.04.txt,Neutral,Neutral,1,28,261
elizabeth.9-DJBZ1I4Vw.05.txt,Positive,Positive,200,77,3
elizabeth.ImxvlDSo_ls.00.txt,Negative,Negative,70,181,49
amy.9TwHGr4BCkE.14.txt,Neutral,Positive,46,50,58
julian.YhQNm51njZo.00.txt,Neutral,Neutral,0,15,236
julian.UlqLOzIUW_U.12.txt,Neutral,Negative,8,13,279
amy.DpmOY2m27jY.08.txt,Positive,Positive,189,9,82
beto.1ZG6pku_pWY.20.txt,Neutral,Positive,15,52,233
joe.9rk1CKs548o.01.txt,Neutral,Neutral,0,108,193
beto.dzbPwgKsHbY.23.txt,Negative,Neutral,6,68,45
beto.E5HybqvdaI0.03.txt,Neutral,Neutral,5,37,247
kamala.GRGtnw3Ie14.00.txt,Neutral,Positive,25,33,192
kamala.2i-gy7dyHz0.02.txt,Neutral,Negative,12,21,267
julian.Xg6M6smFXBo.19.txt,Neutral,Negative,15,127,135
pete.u5NzxlSSl-4.35.txt,Neutral,Neutral,12,85,184
elizabeth.9-DJBZ1I4Vw.13.txt,Neutral,Neutral,96,80,124
kamala.VKBs2GQNlGw.11.txt,Negative,Neutral,16,162,122
amy.HGvqJI2MC6U.24.txt,Neutral,Positive,124,19,157
pete.u5NzxlSSl-4.30.txt,Neutral,Neutral,17,27,236
joe.SFAHcLh5Dl0.25.txt,Negative,Neutral,0,167,51
andrew.0k9pOXSfy0E.16.txt,Neutral,Neutral,20,34,536
bernie.q9W6lkIz8jU.05.txt,Neutral,Neutral,51,43,206
bernie.bmsbpmI1Ty4.08.txt,Neutral,Neutral,0,84,94
bernie.bmsbpmI1Ty4.17.txt,Neutral,Negative,9,66,162
elizabeth.h4WIQJtJL6A.14.txt,Negative,Neutral,4,231,5
amy.HGvqJI2MC6U.16.txt,Positive,Positive,111,87,102
andrew._x7aSxdmZ4E.00.txt,Neutral,Neutral,0,36,214
bernie.RPZVxKBLHiw.08.txt,Neutral,Positive,35,9,256
bernie.d58HnPWJGCw.01.txt,Neutral,Negative,33,32,209
beto.vwu_srxJOWg.01.txt,Neutral,Neutral,1,11,282
donald.O9__G3I0Mc0.12.txt,Negative,Neutral,0,245,48
julian.ceYazOAJE28.10.txt,Neutral,Neutral,0,0,293
joe.DVv3KGe6sBE.02.txt,Neutral,Neutral,27,64,171
kamala.a0Kf9YIXSVk.07.txt,Positive,Positive,77,30,35
julian.QtsE34OY0mw.04.txt,Neutral,Neutral,79,4,217
cory.c6aVnXmrlyc.02.txt,Neutral,Positive,64,10,223
cory.Mu717xfFPVI.03.txt,Neutral,Negative,66,49,185
joe.SFAHcLh5Dl0.24.txt,Negative,Neutral,0,194,63
cory.5k8wnrVOnik.12.txt,Positive,Positive,145,31,121
pete.xBokmGo4vrg.11.txt,Positive,Positive,218,11,71
elizabeth.2YBSzFmtK_s.02.txt,Neutral,Neutral,99,100,101
amy.HGvqJI2MC6U.03.txt,Positive,Positive,274,2,24
cory.tRXvQ3PQDiY.03.txt,Positive,Positive,129,77,92
kamala.VKBs2GQNlGw.17.txt,Negative,Negative,18,131,128
beto.dzbPwgKsHbY.40.txt,Neutral,Neutral,4,83,101
amy.HGvqJI2MC6U.05.txt,Positive,Neutral,212,48,40
bernie.bmsbpmI1Ty4.11.txt,Neutral,Negative,2,79,120
cory.5k8wnrVOnik.21.txt,Neutral,Positive,74,15,198
kamala.VKBs2GQNlGw.16.txt,Neutral,Neutral,107,12,181
andrew.50aDxO2uscs.20.txt,Neutral,Neutral,6,114,178
joe.2UWVO0Trd1c.02.txt,Negative,Negative,51,206,40
cory.-QYyNjaEyEc.00.txt,Positive,Positive,138,1,126
pete.u5NzxlSSl-4.12.txt,Neutral,Neutral,6,61,220
andrew.cJrKz9V5Ltg.02.txt,Neutral,Neutral,38,0,260
elizabeth.wrbtH3y52mU.04.txt,Neutral,Negative,50,116,134
bernie.jNHOwtt2OoE.03.txt,Neutral,Neutral,50,11,239
kamala.a0Kf9YIXSVk.16.txt,Neutral,Neutral,13,16,66
julian.UlqLOzIUW_U.16.txt,Neutral,Neutral,17,29,254
kamala.YsAQfqU7Y2U.04.txt,Neutral,Neutral,36,23,186
julian.ceYazOAJE28.02.txt,Neutral,Positive,92,10,172
beto.dzbPwgKsHbY.27.txt,Neutral,Neutral,9,84,149
joe.oM10W_hLaS8.04.txt,Neutral,Neutral,0,37,116
julian.3KzmsMOoP6Y.03.txt,Positive,Positive,198,23,29
amy.MccjYt4GcnA.00.v.txt,Positive,Neutral,150,7,94
joe.Ja7e3tUwdJA.19.txt,Neutral,Negative,9,5,106
elizabeth.h4WIQJtJL6A.06.txt,Negative,Neutral,11,221,8
kamala.01NsSWa4BLU.06.txt,Positive,Positive,131,46,123
beto.MdoaVn7gtEI.02.txt,Negative,Neutral,42,149,84
andrew.0k9pOXSfy0E.20.txt,Neutral,Positive,204,19,221
cory.bvSfBCCJPfg.11.txt,Neutral,Neutral,35,7,255
donald.MyJ21nxo_QQ.15.txt,Negative,Neutral,0,111,21
beto.dzbPwgKsHbY.20.txt,Neutral,Neutral,2,60,111
donald.O9__G3I0Mc0.02.txt,Negative,Negative,10,243,46
amy.HGvqJI2MC6U.01.txt,Neutral,Positive,78,14,208
elizabeth.UG220dcifxg.01.txt,Negative,Positive,121,153,25
cory.bvSfBCCJPfg.13.txt,Neutral,Neutral,32,17,248
kamala.AgVLVRmGVXE.00.txt,Positive,Positive,130,17,103
pete.u5NzxlSSl-4.29.txt,Neutral,Neutral,29,50,221
cory.Mu717xfFPVI.05.txt,Neutral,Negative,19,42,239
joe.oM10W_hLaS8.21.txt,Neutral,Positive,0,54,240
andrew.0k9pOXSfy0E.33.txt,Neutral,Positive,61,38,455
julian.ceYazOAJE28.00.txt,Neutral,Neutral,0,4,191
julian.ceYazOAJE28.16.txt,Neutral,Neutral,0,15,275
kamala.a0Kf9YIXSVk.17.txt,Positive,Neutral,143,29,128
joe.Ja7e3tUwdJA.09.txt,Neutral,Positive,12,1,107
andrew.vnpWKgRX1Mc.00.txt,Neutral,Negative,4,27,219
bernie.NZ_WulgST3U.05.txt,Neutral,Neutral,14,40,180
beto.dzbPwgKsHbY.19.txt,Neutral,Neutral,8,69,94
bernie.NZ_WulgST3U.10.txt,Neutral,Neutral,13,54,157
beto.dzbPwgKsHbY.26.txt,Neutral,Neutral,25,63,120
andrew.50aDxO2uscs.37.txt,Neutral,Neutral,2,95,203
donald.h7q5PSYH4Xk.16.txt,Neutral,Negative,0,37,208
julian.PjfV5Blj3vY.00.txt,Neutral,Neutral,31,1,218
amy.Sm_NnVrD88M.03.txt,Positive,Positive,244,39,17
andrew.0k9pOXSfy0E.08.txt,Neutral,Neutral,108,107,283
kamala.VKBs2GQNlGw.00.txt,Positive,Positive,290,2,1
beto.yi3qMl8QwWw.02.txt,Neutral,Neutral,0,80,170
bernie.7VqoVR08T_4.00.txt,Negative,Negative,11,190,66
donald.DIf_vjjmupA.00.txt,Neutral,Negative,0,6,26
kamala.XiorcQd7tzQ.05.txt,Neutral,Neutral,92,33,175
andrew.50aDxO2uscs.14.txt,Neutral,Neutral,0,23,275
donald.QqVYRTHJ8Rw.02.txt,Positive,Positive,146,103,51
beto.4o1y_dbkriw.03.txt,Neutral,Neutral,8,54,132
donald.h7q5PSYH4Xk.02.txt,Negative,Negative,0,140,42
julian.UlqLOzIUW_U.09.txt,Neutral,Neutral,0,14,286
bernie.RPZVxKBLHiw.14.txt,Neutral,Negative,0,1,299
bernie.jNHOwtt2OoE.07.txt,Neutral,Neutral,0,4,296
julian.UQ8coqfQYm0.00.txt,Neutral,Positive,112,0,139
bernie.jNHOwtt2OoE.06.txt,Neutral,Neutral,4,7,289
kamala.VKBs2GQNlGw.13.txt,Neutral,Negative,3,30,267
beto.1ZG6pku_pWY.18.txt,Neutral,Positive,50,62,187
joe.SFAHcLh5Dl0.15.txt,Negative,Negative,2,192,0
andrew.Ln6NhfUZPqQ.02.txt,Neutral,Positive,74,6,220
joe.E9fImaySFgU.00.txt,Negative,Neutral,1,7,1
kamala.wZTL727W8Vw.01.txt,Neutral,Neutral,76,24,137
donald.MyJ21nxo_QQ.18.txt,Negative,Neutral,9,87,29
donald.QqVYRTHJ8Rw.03.txt,Positive,Neutral,163,93,44
amy.yBJ9NAOUG1c.00.v.txt,Positive,Positive,167,9,76
pete.zFDTkD3A7vU.04.txt,Neutral,Neutral,62,5,233
amy.m2E6HWZQ8nM.07.txt,Positive,Positive,297,1,2
joe.Gm2RFvTZOiA.01.txt,Neutral,Neutral,0,23,223
bernie.LHzoeuSrJ8Y.00.txt,Positive,Negative,155,81,64
kamala.a0Kf9YIXSVk.10.txt,Positive,Negative,89,24,67
julian.QtsE34OY0mw.09.txt,Neutral,Neutral,19,6,275
bernie.bmsbpmI1Ty4.00.txt,Negative,Neutral,1,165,92
beto.lMZ1EjVyAAE.02.txt,Neutral,Neutral,9,118,171
beto.-fQyfFNSVZg.04.txt,Neutral,Neutral,0,91,208
donald.MyJ21nxo_QQ.08.txt,Negative,Negative,1,98,24
elizabeth.3_Zu30C92CY.02.txt,Negative,Negative,33,240,27
elizabeth.9-DJBZ1I4Vw.11.txt,Positive,Neutral,161,81,58
donald.MyJ21nxo_QQ.20.txt,Negative,Negative,0,138,46
andrew.0k9pOXSfy0E.13.txt,Neutral,Neutral,24,77,468
pete.u5NzxlSSl-4.16.txt,Neutral,Neutral,32,2,216
andrew.50aDxO2uscs.27.txt,Neutral,Neutral,11,104,185
kamala.Yf5L9khuWjU.00.txt,Positive,Positive,225,1,24
julian.QtsE34OY0mw.23.txt,Neutral,Neutral,2,0,298
kamala.wZTL727W8Vw.02.txt,Neutral,Negative,33,55,212
kamala.aTO3DQ-MxIQ.15.txt,Neutral,Positive,48,22,152
beto.vwu_srxJOWg.04.txt,Neutral,Neutral,15,45,223
cory.Mu717xfFPVI.01.txt,Neutral,Negative,14,37,249
kamala.2i-gy7dyHz0.00.txt,Neutral,Neutral,37,8,248
joe.SFAHcLh5Dl0.03.txt,Negative,Negative,0,173,70
cory.Mu717xfFPVI.00.txt,Neutral,Negative,4,7,289
pete.u5NzxlSSl-4.32.txt,Neutral,Neutral,2,29,220
cory.usrMK84gxVQ.02.txt,Positive,Negative,133,58,97
pete.xBokmGo4vrg.16.txt,Positive,Neutral,185,27,88
andrew.cJrKz9V5Ltg.03.txt,Neutral,Neutral,5,20,271
amy.Wo2HTDy3l_Q.00.v.txt,Neutral,Positive,117,1,132
beto.-fQyfFNSVZg.16.txt,Neutral,Negative,2,50,248
joe.SFAHcLh5Dl0.12.txt,Negative,Negative,24,214,25
pete.L-_IBA1UA3k.02.txt,Neutral,Positive,48,17,158
beto.DXIklJWTn6Y.05.txt,Neutral,Positive,12,40,237
andrew.2sUNZbNxQSc.00.txt,Neutral,Positive,76,17,154
beto.lMVhL6OOuR0.07.txt,Neutral,Neutral,27,133,140
bernie.AYbXDV1S6Zk.00.txt,Neutral,Neutral,7,34,82
joe.oM10W_hLaS8.02.txt,Neutral,Neutral,0,24,144
cory.5k8wnrVOnik.23.txt,Neutral,Neutral,66,14,215
amy.fa3i2imvs7k.00.v.txt,Positive,Positive,119,44,39
cory.aAgmc8ixaB8.01.txt,Neutral,Positive,53,64,88
cory.dMjPUUOPjz4.01.txt,Positive,Positive,148,24,126
bernie.DE5He8qo_so.01.txt,Neutral,Negative,6,124,172
beto.dmKecHbkCQk.02.txt,Neutral,Negative,0,38,262
cory.FJJkA7xSBBE.00.txt,Positive,Positive,171,46,75
julian.477uCCKSg3Q.00.txt,Neutral,Neutral,24,15,211
andrew.HjgqqsbJ8Ms.00.txt,Neutral,Positive,17,0,232
elizabeth.wrbtH3y52mU.03.txt,Neutral,Negative,69,83,148
elizabeth.9-DJBZ1I4Vw.20.txt,Positive,Positive,218,52,9
cory.dQlA_CPBfnY.00.txt,Neutral,Neutral,35,119,146
cory.5k8wnrVOnik.24.txt,Neutral,Neutral,132,2,166
cory.Mu717xfFPVI.04.txt,Neutral,Negative,31,22,247
andrew.0k9pOXSfy0E.12.txt,Neutral,Neutral,30,72,478
julian.ceYazOAJE28.08.txt,Neutral,Neutral,1,3,219
beto.MdoaVn7gtEI.00.txt,Negative,Neutral,17,145,101
cory.jaXt8gMKctk.02.txt,Positive,Positive,160,24,24
beto.MdoaVn7gtEI.01.txt,Negative,Neutral,37,158,84
donald.MyJ21nxo_QQ.25.txt,Negative,Neutral,3,57,13
elizabeth.go_ELOsVPWg.00.txt,Negative,Negative,75,137,89
kamala.aTO3DQ-MxIQ.00.txt,Neutral,Negative,1,60,134
kamala.6FMXI0DmDik.00.txt,Positive,Positive,202,1,46
donald.3bEqkOTJ9eA.21.txt,Negative,Neutral,0,187,49
donald.h7q5PSYH4Xk.15.txt,Neutral,Negative,0,41,108
andrew.0k9pOXSfy0E.11.txt,Neutral,Neutral,39,98,378
donald.3bEqkOTJ9eA.13.txt,Neutral,Negative,0,17,233
bernie.CdjNtrJexmU.00.txt,Negative,Negative,12,44,27
amy.ov_6JM6Sceg.00.txt,Neutral,Positive,96,9,194
pete.u5NzxlSSl-4.27.txt,Neutral,Neutral,19,105,174
bernie.RPZVxKBLHiw.15.txt,Neutral,Negative,0,7,274
kamala.2i-gy7dyHz0.04.txt,Neutral,Positive,109,27,164
joe.Ja7e3tUwdJA.16.txt,Neutral,Neutral,42,4,74
kamala.uzAdNs8oXZo.01.txt,Neutral,Neutral,27,17,206
amy.IIrv5o2i_Hs.03.txt,Positive,Positive,243,1,12
pete.z85rKK-HoRI.05.txt,Neutral,Positive,134,0,142
bernie.q8urUcjXsTA.02.txt,Positive,Positive,153,105,33
amy.HGvqJI2MC6U.00.txt,Neutral,Positive,102,64,134
amy.DpmOY2m27jY.07.txt,Positive,Positive,164,28,105
andrew.DPbXKhScDEI.08.txt,Neutral,Neutral,0,57,243
joe.SFAHcLh5Dl0.20.txt,Negative,Neutral,0,249,20
kamala.aTO3DQ-MxIQ.06.txt,Neutral,Negative,4,48,140
joe.TLlewQ1CiM0.01.txt,Neutral,Negative,79,17,204
cory.1L57pOuUCKQ.02.txt,Neutral,Positive,44,25,46
beto.QPYEIBtW-0w.00.txt,Neutral,Neutral,0,41,259
julian.ceYazOAJE28.22.txt,Neutral,Neutral,5,5,192
andrew.0k9pOXSfy0E.06.txt,Neutral,Positive,132,66,319
donald.h7q5PSYH4Xk.12.txt,Neutral,Neutral,0,82,108
amy.HGvqJI2MC6U.02.txt,Positive,Positive,225,3,72
joe.oM10W_hLaS8.07.txt,Neutral,Neutral,0,30,79
donald.MyJ21nxo_QQ.13.txt,Negative,Negative,16,147,21
elizabeth.h4WIQJtJL6A.15.txt,Negative,Neutral,5,220,15
julian.QtsE34OY0mw.00.txt,Neutral,Neutral,11,0,273
julian.QtsE34OY0mw.06.txt,Neutral,Neutral,2,10,288
beto.ReO55QnFy4M.00.txt,Neutral,Neutral,24,43,232
amy.IIrv5o2i_Hs.10.txt,Positive,Positive,236,5,14
andrew.crU72vuhWTk.02.txt,Neutral,Neutral,6,4,290
beto.dzbPwgKsHbY.18.txt,Neutral,Neutral,8,87,120
donald.O9__G3I0Mc0.04.txt,Neutral,Neutral,6,53,203
donald.aEzmj9yZw2w.02.txt,Neutral,Neutral,13,104,183
andrew.50aDxO2uscs.17.txt,Neutral,Neutral,1,129,159
cory.bvSfBCCJPfg.20.txt,Neutral,Neutral,56,14,224
amy.9TwHGr4BCkE.08.txt,Neutral,Negative,55,9,68
pete.iJBGlThAQY4.02.txt,Neutral,Neutral,58,57,185
kamala.VKBs2GQNlGw.07.txt,Positive,Positive,175,52,40
beto.1ZG6pku_pWY.24.txt,Neutral,Positive,68,82,147
joe.Gm2RFvTZOiA.02.txt,Neutral,Neutral,0,100,150
beto.dmKecHbkCQk.01.txt,Neutral,Neutral,10,25,265
pete.u5NzxlSSl-4.34.txt,Neutral,Neutral,14,24,199
donald.QqVYRTHJ8Rw.05.txt,Positive,Neutral,175,58,67
elizabeth.DAWD1M_EpO8.00.txt,Neutral,Negative,5,49,246
pete.u5NzxlSSl-4.23.txt,Neutral,Neutral,9,13,246
joe.oM10W_hLaS8.11.txt,Neutral,Neutral,1,40,161
elizabeth.kLOmBE6cQB4.00.txt,Positive,Positive,216,59,15
beto.1ZG6pku_pWY.17.txt,Neutral,Positive,50,38,211
elizabeth.9-DJBZ1I4Vw.06.txt,Positive,Positive,241,55,4
joe.DVv3KGe6sBE.00.txt,Neutral,Neutral,101,43,139
elizabeth.h4WIQJtJL6A.03.txt,Negative,Neutral,1,228,11
cory.5k8wnrVOnik.04.txt,Neutral,Neutral,0,0,2
julian.ceYazOAJE28.13.txt,Neutral,Neutral,9,0,287
beto.dzbPwgKsHbY.31.txt,Neutral,Negative,4,84,117
cory.c6aVnXmrlyc.04.txt,Neutral,Positive,111,7,174
elizabeth.9DUNIRi4QVI.00.txt,Negative,Neutral,119,136,28
beto.-fQyfFNSVZg.17.txt,Neutral,Neutral,0,79,221
bernie.q9W6lkIz8jU.04.txt,Neutral,Neutral,1,127,172
beto.1ZG6pku_pWY.22.txt,Neutral,Neutral,11,69,220
donald.3bEqkOTJ9eA.11.txt,Neutral,Negative,0,8,242
donald.MyJ21nxo_QQ.09.txt,Negative,Negative,27,123,66
beto.1ZG6pku_pWY.21.txt,Neutral,Neutral,17,52,231
donald.h7q5PSYH4Xk.14.txt,Neutral,Negative,0,30,241
kamala.aTO3DQ-MxIQ.19.txt,Positive,Positive,127,13,79
pete.xBokmGo4vrg.02.txt,Positive,Neutral,194,29,77
cory.5k8wnrVOnik.20.txt,Neutral,Neutral,83,4,209
andrew.0k9pOXSfy0E.24.txt,Neutral,Neutral,2,61,533
beto.dmKecHbkCQk.05.txt,Neutral,Negative,1,24,275
kamala.2i-gy7dyHz0.03.txt,Neutral,Negative,1,29,270
donald.MyJ21nxo_QQ.14.txt,Negative,Neutral,3,117,35
amy.HGvqJI2MC6U.18.txt,Positive,Neutral,196,27,77
joe.Ja7e3tUwdJA.08.txt,Neutral,Positive,0,0,120
cory.c6aVnXmrlyc.06.txt,Neutral,Positive,99,19,178
cory.1L57pOuUCKQ.01.txt,Neutral,Negative,28,61,64
pete.iJBGlThAQY4.06.txt,Neutral,Neutral,11,80,209
beto.esizfD25YKU.01.txt,Neutral,Neutral,40,6,254
beto.MdoaVn7gtEI.04.txt,Negative,Neutral,16,173,69
julian.QtsE34OY0mw.05.txt,Neutral,Negative,47,4,249
cory.XmZkY-MCXSI.02.txt,Negative,Negative,53,148,62
donald.QqVYRTHJ8Rw.06.txt,Positive,Positive,214,30,56
pete.u5NzxlSSl-4.01.txt,Neutral,Neutral,37,26,233
pete.xBokmGo4vrg.09.txt,Positive,Positive,187,49,64
donald.3bEqkOTJ9eA.18.txt,Negative,Negative,1,203,46
cory.-QYyNjaEyEc.02.txt,Neutral,Positive,105,21,140
donald.h7q5PSYH4Xk.13.txt,Neutral,Neutral,1,12,278
andrew.P6T4c7B22r0.00.txt,Neutral,Neutral,4,4,292
cory.5k8wnrVOnik.17.txt,Neutral,Neutral,112,42,141
kamala.01NsSWa4BLU.02.txt,Positive,Positive,181,6,113
donald.vy1BnqbTWGw.00.txt,Negative,Neutral,28,167,103
bernie.bmsbpmI1Ty4.04.txt,Neutral,Negative,0,72,102
amy.oa7Dr6ZoDl0.00.v.txt,Neutral,Neutral,62,8,155
julian.ceYazOAJE28.18.txt,Neutral,Neutral,0,10,287
amy.DpmOY2m27jY.02.txt,Positive,Positive,105,17,83
andrew.cTsEzmFamZ8.02.txt,Neutral,Positive,45,4,201
elizabeth.DAWD1M_EpO8.02.txt,Neutral,Negative,9,96,195
amy.rx85Mp_iZhk.01.v.txt,Positive,Negative,162,11,79
